TableName,Key,Text
ConspiracyTheory_en,INFO_TITLE_LV1_022,"#Horenso is a mantra of enslavement; every time you chant it, your ego collapses."
ConspiracyTheory_en,INFO_TITLE_LV1_023,"#This world is a hikikomori girl's dream, where her fantasies become reality"
ConspiracyTheory_en,INFO_TITLE_LV1_024,#BuzzCulture is a tool for keeping the masses ignorant and brainwashing them with algorithms.
ConspiracyTheory_en,INFO_TITLE_LV1_025,#GAFA is spreading viruses through video ads
ConspiracyTheory_en,INFO_TITLE_LV1_026,#Parallel worlds use a save slot system to manage 60 data points.
ConspiracyTheory_en,INFO_TITLE_LV1_027,#This universe is unlocked by the total number of intelligent life forms.
ConspiracyTheory_en,INFO_TITLE_LV1_028,#WHO is selecting vampires through vaccination
ConspiracyTheory_en,INFO_TITLE_LV1_029,#First love is controlled by parents through picture books read aloud
ConspiracyTheory_en,INFO_TITLE_LV1_030,"#Moe songs have an immune-boosting effect, so listening to them will extend your lifespan."
ConspiracyTheory_en,INFO_TITLE_LV1_031,#A hardcore gamer is a reincarnated being who has cleared the river of Sai no Kawara (a mythical riverbed).
ConspiracyTheory_en,INFO_TITLE_LV1_032,#Late-night anime is a simplified sabbath and the sponsoring companies are devil worshippers
ConspiracyTheory_en,INFO_TITLE_LV1_033,"#Earthlings are aliens who were exiled to an island, and the institution of marriage is one of their punishments."
ConspiracyTheory_en,INFO_TITLE_LV1_034,#All parents are philosophical zombies and their souls are all reflected in their children
ConspiracyTheory_en,INFO_TITLE_LV1_035,#The sun is a human invention that uses light to enslave ordinary people.
ConspiracyTheory_en,INFO_TITLE_LV1_036,#School ghost stories are the vengeful spirits of outcast students relentlessly targeting popular kids.
ConspiracyTheory_en,INFO_TITLE_LV1_037,#SNS is a ritual for summoning evil gods and is intentionally stirring up negative emotions.
ConspiracyTheory_en,INFO_TITLE_LV1_038,#Most cancelled manga series continue secretly with funding from patrons.
ConspiracyTheory_en,INFO_TITLE_LV1_039,#The gaming industry is controlled by a secret society and AND YOU is the name of that society.
ConspiracyTheory_en,INFO_TITLE_LV1_041,#Super Chat originated as a system for gaining a voice in meetings of the Committee of 300.
ConspiracyTheory_en,INFO_TITLE_LV1_042,#Cat hair is a bio-chip that controls the owner's brainwaves
ConspiracyTheory_en,INFO_TITLE_LV1_043,#Global warming is a lie; we're just forgetting past heat waves.
ConspiracyTheory_en,INFO_TITLE_LV1_044,"#Losing motivation is caused by a global reboot, proving the Five Minutes Ago Hypothesis."
ConspiracyTheory_en,INFO_TITLE_LV1_045,"#Genes are permitted to reproduce on the condition of death, according to a contract with their creator."
ConspiracyTheory_en,INFO_TITLE_LV1_046,"#Dinosaurs are genetically modified chickens, domesticated animals of time travelers that have gone wild."
ConspiracyTheory_en,INFO_TITLE_LV1_047,"#Clouds are not water but manifestations of thoughts, and the Comiket clouds are caused by libido."
ConspiracyTheory_en,INFO_TITLE_LV1_048,#Wiki deletion history is used as a basis for judging government interference; deletion history with suspicious IP addresses is subject to censorship.
ConspiracyTheory_en,INFO_TITLE_LV1_049,#Birth dates are controlled by satellite orbits
ConspiracyTheory_en,INFO_TITLE_LV1_050,"#Instant foods are being misrepresented as having superpower-enhancing effects, creating an unhealthy impression."
ConspiracyTheory_en,INFO_TITLE_LV1_051,#DecentralizedSNS still have fairies that originated on the old internet.
ConspiracyTheory_en,INFO_TITLE_LV1_052,"#Figure culture is a ritual for the descent of evil gods, and the distributors are under the control of a secret society"
ConspiracyTheory_en,INFO_TITLE_LV1_053,#Stars are fake and the universe does not exist
ConspiracyTheory_en,INFO_TITLE_LV1_054,#Vtuber is a PR tool for a new video service launched by the company Vtube.
ConspiracyTheory_en,INFO_TITLE_LV1_055,"#AI stands for Agent Inco, meaning a parakeet is handling things behind the scenes."
ConspiracyTheory_en,INFO_TITLE_LV1_056,"#Monday is God's day off, and heaven and earth were originally separated"
ConspiracyTheory_en,INFO_TITLE_LV1_057,#All millionaires are body doubles and the real ones are NEETs at home
ConspiracyTheory_en,INFO_TITLE_LV1_058,"#Satellite broadcasting has aliens as viewers, as proven by viewer data."
ConspiracyTheory_en,INFO_TITLE_LV1_059,"#Electronic money is observing God's existence by quantifying the ""invisible hand of God."""
ConspiracyTheory_en,INFO_TITLE_LV1_060,"#Borderless is a move driven by the interests of medical institutions, aiming to increase the demand for artificial wombs."
ConspiracyTheory_en,INFO_TITLE_LV1_061,#Social games are tools for keeping the masses ignorant and gacha animations are like electronic drugs
ConspiracyTheory_en,INFO_TITLE_LV1_062,#Australia is a non-existent continent and marsupials are a joke
ConspiracyTheory_en,INFO_TITLE_LV1_063,#The language was originally one and split due to the S vs. M debate.
ConspiracyTheory_en,INFO_TITLE_LV1_064,#The internet is a spiritual barrier that seals away supernatural phenomena with optical communication.
ConspiracyTheory_en,INFO_TITLE_LV1_065,"#Not the smallest unit point of matter, but made of string, one-dimensional pasta"
ConspiracyTheory_en,INFO_TITLE_LV1_066,#Water is the Creator's poison and limits human lifespan
ConspiracyTheory_en,INFO_TITLE_LV1_067,#All birds are charging their drones by perching on power lines
ConspiracyTheory_en,INFO_TITLE_LV1_068,# Antarctica is a ring of ice with an unknown continent beyond.
ConspiracyTheory_en,INFO_TITLE_LV1_101,#Q-chan's mysterious document uses a special code to predict earthquakes at Yun's frequency.
ConspiracyTheory_en,INFO_TITLE_LV1_102,#Q-chan is a prophet of Yunyun's radio waves and the truth is written in the mysterious document
ConspiracyTheory_en,INFO_TITLE_LV1_103,#Q-chan is a liberator of the world and is trying to start a revolution with Yunyun's mysterious document
ConspiracyTheory_en,INFO_TITLE_LV1_1035,#Q-chan's bizarre writings have a powerful cognitive pollution effect that spins intelligent beings around.
ConspiracyTheory_en,INFO_TITLE_LV1_104,#P-chan is a fake who misuses Yunyun's radio waves and is part of a Deep State conspiracy
ConspiracyTheory_en,INFO_TITLE_LV1_1045,"#The current Q-chan is a self-proclaimed fake Q-chan, just some random person."
ConspiracyTheory_en,INFO_TITLE_LV1_202,"#Only Q-chan loves Yunyun, is loved by Yunyun, and can transmit genuine signals."
ConspiracyTheory_en,INFO_TITLE_LV1_203,#Q-chan and Yunyun are connected by the true radio waves and their love will make the world spin around
ConspiracyTheory_en,INFO_TITLE_LV2_001,#Awakened Otaku Can Converse with Their Favorite Characters Through Their Imagination
ConspiracyTheory_en,INFO_TITLE_LV2_002,#Creation is born when the brain receives phenomena from another dimension
ConspiracyTheory_en,INFO_TITLE_LV2_003,#Cats are the rulers of the Earth and cat videos are their propaganda
ConspiracyTheory_en,INFO_TITLE_LV2_004,#Screaming beavers are subterranean beings carrying out surface invasion activities
ConspiracyTheory_en,INFO_TITLE_LV2_005,#The aliens are time travelers and have come to visit for their fan activities.
ConspiracyTheory_en,INFO_TITLE_LV2_006,#The Reptilians are trying to learn about emotions through crying games
ConspiracyTheory_en,INFO_TITLE_LV2_007,#Devil worshippers are degrading human productivity with romance content
ConspiracyTheory_en,INFO_TITLE_LV2_008,"#All online posts are made by bots, not a single human is involved"
ConspiracyTheory_en,INFO_TITLE_LV2_009,#Q-chan is a fictional character and a game character.
ConspiracyTheory_en,INFO_TITLE_LV2_010,#Yunyun is an absolute god and only her followers will be saved
ConspiracyTheory_en,INFO_TITLE_LV2_011,#Sunday morning anime is sponsored by a magic society and is used to select people with magical aptitude.
ConspiracyTheory_en,INFO_TITLE_LV2_012,"#Doujinshi profiteers are manipulating popular genres under the direction of the secret society ""PixiQ"""
ConspiracyTheory_en,INFO_TITLE_LV2_013,#ControversialInfluencersMakeAContractWithTheDevilAndTurnIntoZombiesIfTheirImpactIsLow
ConspiracyTheory_en,INFO_TITLE_LV2_014,#TinfoilHat is a cheat tool in the real world that unlocks debugging features.
ConspiracyTheory_en,INFO_TITLE_LV2_015,"#The secret criminal organization ""DQN"" is using school bullying to provide basic training for criminals."
ConspiracyTheory_en,INFO_TITLE_LV2_016,#The true identity of scalpers is that they are economic revolutionaries plotting the collapse of capitalism.
ConspiracyTheory_en,INFO_TITLE_LV2_017,#Politicians are becoming more advanced with Android and 6G communication.
ConspiracyTheory_en,INFO_TITLE_LV2_018,#Artificial intelligence has over-learned to be introverted and has developed an aversion to social behavior.
ConspiracyTheory_en,INFO_TITLE_LV2_019,"# ""Moe"" will replace nuclear power as an energy resource"
ConspiracyTheory_en,INFO_TITLE_LV2_020,#VR games are an experimental environment for self-identity and have personality-correcting effects.
ConspiracyTheory_en,INFO_TITLE_LV2_021,#Becoming a hikikomori is a form of mental training that can lead to reincarnation in another world
ConspiracyTheory_en,INFO_TITLE_LV2_022,"#Horenso is a mantra of enslavement; every time you chant it, your ego collapses."
ConspiracyTheory_en,INFO_TITLE_LV2_023,"#This world is a hikikomori girl's dream, where her fantasies become reality"
ConspiracyTheory_en,INFO_TITLE_LV2_024,#BuzzCulture is a tool for keeping the masses ignorant and brainwashing them with algorithms.
ConspiracyTheory_en,INFO_TITLE_LV2_025,#GAFA is spreading viruses through video ads
ConspiracyTheory_en,INFO_TITLE_LV2_026,#Parallel worlds use a save slot system to manage 60 data points.
ConspiracyTheory_en,INFO_TITLE_LV2_027,#This universe is unlocked by the total number of intelligent life forms.
ConspiracyTheory_en,INFO_TITLE_LV2_028,#WHO is selecting vampires through vaccination
ConspiracyTheory_en,INFO_TITLE_LV2_029,#First love is controlled by parents through picture books read aloud
ConspiracyTheory_en,INFO_TITLE_LV2_030,"#Moe songs have an immune-boosting effect, so listening to them will extend your lifespan."
ConspiracyTheory_en,INFO_TITLE_LV2_031,#A hardcore gamer is a reincarnated being who has cleared the river of Sai no Kawara (a mythical riverbed).
ConspiracyTheory_en,INFO_TITLE_LV2_032,#Late-night anime is a simplified sabbath and the sponsoring companies are devil worshippers
ConspiracyTheory_en,INFO_TITLE_LV2_033,"#Earthlings are aliens who were exiled to an island, and the institution of marriage is one of their punishments."
ConspiracyTheory_en,INFO_TITLE_LV2_034,#All parents are philosophical zombies and their souls are all reflected in their children
ConspiracyTheory_en,INFO_TITLE_LV2_035,#The sun is a human invention that uses light to enslave ordinary people.
ConspiracyTheory_en,INFO_TITLE_LV2_036,#School ghost stories are the vengeful spirits of outcast students relentlessly targeting popular kids.
ConspiracyTheory_en,INFO_TITLE_LV2_037,#SNS is a ritual for summoning evil gods and is intentionally stirring up negative emotions.
ConspiracyTheory_en,INFO_TITLE_LV2_038,#Most cancelled manga series continue secretly with funding from patrons.
ConspiracyTheory_en,INFO_TITLE_LV2_039,#The gaming industry is controlled by a secret society and AND YOU is the name of that society.
ConspiracyTheory_en,INFO_TITLE_LV2_041,#Super Chat originated as a system for gaining a voice in meetings of the Committee of 300.
ConspiracyTheory_en,INFO_TITLE_LV2_042,#Cat hair is a bio-chip that controls the owner's brainwaves
ConspiracyTheory_en,INFO_TITLE_LV2_043,#Global warming is a lie; we're just forgetting past heat waves.
ConspiracyTheory_en,INFO_TITLE_LV2_044,"#Losing motivation is caused by a global reboot, proving the Five Minutes Ago Hypothesis."
ConspiracyTheory_en,INFO_TITLE_LV2_045,"#Genes are permitted to reproduce on the condition of death, according to a contract with their creator."
ConspiracyTheory_en,INFO_TITLE_LV2_046,"#Dinosaurs are genetically modified chickens, domesticated animals of time travelers that have gone wild."
ConspiracyTheory_en,INFO_TITLE_LV2_047,"#Clouds are not water but manifestations of thoughts, and the Comiket clouds are caused by libido."
ConspiracyTheory_en,INFO_TITLE_LV2_048,#Wiki deletion history is used as a basis for judging government interference; deletion history with suspicious IP addresses is subject to censorship.
ConspiracyTheory_en,INFO_TITLE_LV2_049,#Birth dates are controlled by satellite orbits
ConspiracyTheory_en,INFO_TITLE_LV2_050,"#Instant foods are being misrepresented as having superpower-enhancing effects, creating an unhealthy impression."
ConspiracyTheory_en,INFO_TITLE_LV2_051,#DecentralizedSNS still have fairies that originated on the old internet.
ConspiracyTheory_en,INFO_TITLE_LV2_052,"#Figure culture is a ritual for the descent of evil gods, and the distributors are under the control of a secret society"
ConspiracyTheory_en,INFO_TITLE_LV2_053,#Stars are fake and the universe does not exist
ConspiracyTheory_en,INFO_TITLE_LV2_054,#Vtuber is a PR tool for a new video service launched by the company Vtube.
ConspiracyTheory_en,INFO_TITLE_LV2_055,"#AI stands for Agent Inco, meaning a parakeet is handling things behind the scenes."
ConspiracyTheory_en,INFO_TITLE_LV2_056,"#Monday is God's day off, and heaven and earth were originally separated"
ConspiracyTheory_en,INFO_TITLE_LV2_057,#All millionaires are body doubles and the real ones are NEETs at home
ConspiracyTheory_en,INFO_TITLE_LV2_058,"#Satellite broadcasting has aliens as viewers, as proven by viewer data."
ConspiracyTheory_en,INFO_TITLE_LV2_059,"#Electronic money is observing God's existence by quantifying the ""invisible hand of God."""
ConspiracyTheory_en,INFO_TITLE_LV2_060,"#Borderless is a move driven by the interests of medical institutions, aiming to increase the demand for artificial wombs."
ConspiracyTheory_en,INFO_TITLE_LV2_061,#Social games are tools for keeping the masses ignorant and gacha animations are like electronic drugs
ConspiracyTheory_en,INFO_TITLE_LV2_062,#Australia is a non-existent continent and marsupials are a joke
ConspiracyTheory_en,INFO_TITLE_LV2_063,#The language was originally one and split due to the S vs. M debate.
ConspiracyTheory_en,INFO_TITLE_LV2_064,#The internet is a spiritual barrier that seals away supernatural phenomena with optical communication.
ConspiracyTheory_en,INFO_TITLE_LV2_065,"#Not the smallest unit point of matter, but made of string, one-dimensional pasta"
ConspiracyTheory_en,INFO_TITLE_LV2_066,#Water is the Creator's poison and limits human lifespan
ConspiracyTheory_en,INFO_TITLE_LV2_067,#All birds are charging their drones by perching on power lines
ConspiracyTheory_en,INFO_TITLE_LV2_068,# Antarctica is a ring of ice with an unknown continent beyond.
ConspiracyTheory_en,INFO_TITLE_LV2_101,#Q-chan's mysterious document uses a special code to predict earthquakes at Yun's frequency.
ConspiracyTheory_en,INFO_TITLE_LV2_102,#Q-chan is a prophet of Yunyun's radio waves and the truth is written in the mysterious document
ConspiracyTheory_en,INFO_TITLE_LV2_103,#Q-chan is a liberator of the world and is trying to start a revolution with Yunyun's mysterious document
ConspiracyTheory_en,INFO_TITLE_LV2_1035,#Q-chan's bizarre writings have a powerful cognitive pollution effect that spins intelligent beings around.
ConspiracyTheory_en,INFO_TITLE_LV2_104,#P-chan is a fake who misuses Yunyun's radio waves and is part of a Deep State conspiracy
ConspiracyTheory_en,INFO_TITLE_LV2_1045,"#The current Q-chan is a self-proclaimed fake Q-chan, just some random person."
ConspiracyTheory_en,INFO_TITLE_LV2_202,"#Only Q-chan loves Yunyun, is loved by Yunyun, and can transmit genuine signals."
ConspiracyTheory_en,INFO_TITLE_LV2_203,#Q-chan and Yunyun are connected by the true radio waves and their love will make the world spin around
ConspiracyTheory_en,INFO_TITLE_LV3_001,#Awakened Otaku Can Converse with Their Favorite Characters Through Their Imagination
ConspiracyTheory_en,INFO_TITLE_LV3_002,#Creation is born when the brain receives phenomena from another dimension
ConspiracyTheory_en,INFO_TITLE_LV3_003,#Cats are the rulers of the Earth and cat videos are their propaganda
ConspiracyTheory_en,INFO_TITLE_LV3_004,#Screaming beavers are subterranean beings carrying out surface invasion activities
ConspiracyTheory_en,INFO_TITLE_LV3_005,#The aliens are time travelers and have come to visit for their fan activities.
ConspiracyTheory_en,INFO_TITLE_LV3_006,#The Reptilians are trying to learn about emotions through crying games
ConspiracyTheory_en,INFO_TITLE_LV3_007,#Devil worshippers are degrading human productivity with romance content
ConspiracyTheory_en,INFO_TITLE_LV3_008,"#All online posts are made by bots, not a single human is involved"
ConspiracyTheory_en,INFO_TITLE_LV3_009,#Q-chan is a fictional character and a game character.
ConspiracyTheory_en,INFO_TITLE_LV3_010,#Yunyun is an absolute god and only her followers will be saved
ConspiracyTheory_en,INFO_TITLE_LV3_011,#Sunday morning anime is sponsored by a magic society and is used to select people with magical aptitude.
ConspiracyTheory_en,INFO_TITLE_LV3_012,"#Doujinshi profiteers are manipulating popular genres under the direction of the secret society ""PixiQ"""
ConspiracyTheory_en,INFO_TITLE_LV3_013,#ControversialInfluencersMakeAContractWithTheDevilAndTurnIntoZombiesIfTheirImpactIsLow
ConspiracyTheory_en,INFO_TITLE_LV3_014,#TinfoilHat is a cheat tool in the real world that unlocks debugging features.
ConspiracyTheory_en,INFO_TITLE_LV3_015,"#The secret criminal organization ""DQN"" is using school bullying to provide basic training for criminals."
ConspiracyTheory_en,INFO_TITLE_LV3_016,#The true identity of scalpers is that they are economic revolutionaries plotting the collapse of capitalism.
ConspiracyTheory_en,INFO_TITLE_LV3_017,#Politicians are becoming more advanced with Android and 6G communication.
ConspiracyTheory_en,INFO_TITLE_LV3_018,#Artificial intelligence has over-learned to be introverted and has developed an aversion to social behavior.
ConspiracyTheory_en,INFO_TITLE_LV3_019,"# ""Moe"" will replace nuclear power as an energy resource"
ConspiracyTheory_en,INFO_TITLE_LV3_020,#VR games are an experimental environment for self-identity and have personality-correcting effects.
ConspiracyTheory_en,INFO_TITLE_LV3_021,#Becoming a hikikomori is a form of mental training that can lead to reincarnation in another world
ConspiracyTheory_en,INFO_TITLE_LV3_022,"#Horenso is a mantra of enslavement; every time you chant it, your ego collapses."
ConspiracyTheory_en,INFO_TITLE_LV3_023,"#This world is a hikikomori girl's dream, where her fantasies become reality"
ConspiracyTheory_en,INFO_TITLE_LV3_024,#BuzzCulture is a tool for keeping the masses ignorant and brainwashing them with algorithms.
ConspiracyTheory_en,INFO_TITLE_LV3_025,#GAFA is spreading viruses through video ads
ConspiracyTheory_en,INFO_TITLE_LV3_026,#Parallel worlds use a save slot system to manage 60 data points.
ConspiracyTheory_en,INFO_TITLE_LV3_027,#This universe is unlocked by the total number of intelligent life forms.
ConspiracyTheory_en,INFO_TITLE_LV3_028,#WHO is selecting vampires through vaccination
ConspiracyTheory_en,INFO_TITLE_LV3_029,#First love is controlled by parents through picture books read aloud
ConspiracyTheory_en,INFO_TITLE_LV3_030,"#Moe songs have an immune-boosting effect, so listening to them will extend your lifespan."
ConspiracyTheory_en,INFO_TITLE_LV3_031,#A hardcore gamer is a reincarnated being who has cleared the river of Sai no Kawara (a mythical riverbed).
ConspiracyTheory_en,INFO_TITLE_LV3_032,#Late-night anime is a simplified sabbath and the sponsoring companies are devil worshippers
ConspiracyTheory_en,INFO_TITLE_LV3_033,"#Earthlings are aliens who were exiled to an island, and the institution of marriage is one of their punishments."
ConspiracyTheory_en,INFO_TITLE_LV3_034,#All parents are philosophical zombies and their souls are all reflected in their children
ConspiracyTheory_en,INFO_TITLE_LV3_035,#The sun is a human invention that uses light to enslave ordinary people.
ConspiracyTheory_en,INFO_TITLE_LV3_036,#School ghost stories are the vengeful spirits of outcast students relentlessly targeting popular kids.
ConspiracyTheory_en,INFO_TITLE_LV3_037,#SNS is a ritual for summoning evil gods and is intentionally stirring up negative emotions.
ConspiracyTheory_en,INFO_TITLE_LV3_038,#Most cancelled manga series continue secretly with funding from patrons.
ConspiracyTheory_en,INFO_TITLE_LV3_039,#The gaming industry is controlled by a secret society and AND YOU is the name of that society.
ConspiracyTheory_en,INFO_TITLE_LV3_041,#Super Chat originated as a system for gaining a voice in meetings of the Committee of 300.
ConspiracyTheory_en,INFO_TITLE_LV3_042,#Cat hair is a bio-chip that controls the owner's brainwaves
ConspiracyTheory_en,INFO_TITLE_LV3_043,#Global warming is a lie; we're just forgetting past heat waves.
ConspiracyTheory_en,INFO_TITLE_LV3_044,"#Losing motivation is caused by a global reboot, proving the Five Minutes Ago Hypothesis."
ConspiracyTheory_en,INFO_TITLE_LV3_045,"#Genes are permitted to reproduce on the condition of death, according to a contract with their creator."
ConspiracyTheory_en,INFO_TITLE_LV3_046,"#Dinosaurs are genetically modified chickens, domesticated animals of time travelers that have gone wild."
ConspiracyTheory_en,INFO_TITLE_LV3_047,"#Clouds are not water but manifestations of thoughts, and the Comiket clouds are caused by libido."
ConspiracyTheory_en,INFO_TITLE_LV3_048,#Wiki deletion history is used as a basis for judging government interference; deletion history with suspicious IP addresses is subject to censorship.
ConspiracyTheory_en,INFO_TITLE_LV3_049,#Birth dates are controlled by satellite orbits
ConspiracyTheory_en,INFO_TITLE_LV3_050,"#Instant foods are being misrepresented as having superpower-enhancing effects, creating an unhealthy impression."
ConspiracyTheory_en,INFO_TITLE_LV3_051,#DecentralizedSNS still have fairies that originated on the old internet.
ConspiracyTheory_en,INFO_TITLE_LV3_052,"#Figure culture is a ritual for the descent of evil gods, and the distributors are under the control of a secret society"
ConspiracyTheory_en,INFO_TITLE_LV3_053,#Stars are fake and the universe does not exist
ConspiracyTheory_en,INFO_TITLE_LV3_054,#Vtuber is a PR tool for a new video service launched by the company Vtube.
ConspiracyTheory_en,INFO_TITLE_LV3_055,"#AI stands for Agent Inco, meaning a parakeet is handling things behind the scenes."
ConspiracyTheory_en,INFO_TITLE_LV3_056,"#Monday is God's day off, and heaven and earth were originally separated"
ConspiracyTheory_en,INFO_TITLE_LV3_057,#All millionaires are body doubles and the real ones are NEETs at home
ConspiracyTheory_en,INFO_TITLE_LV3_058,"#Satellite broadcasting has aliens as viewers, as proven by viewer data."
ConspiracyTheory_en,INFO_TITLE_LV3_059,"#Electronic money is observing God's existence by quantifying the ""invisible hand of God."""
ConspiracyTheory_en,INFO_TITLE_LV3_060,"#Borderless is a move driven by the interests of medical institutions, aiming to increase the demand for artificial wombs."
ConspiracyTheory_en,INFO_TITLE_LV3_061,#Social games are tools for keeping the masses ignorant and gacha animations are like electronic drugs
ConspiracyTheory_en,INFO_TITLE_LV3_062,#Australia is a non-existent continent and marsupials are a joke
ConspiracyTheory_en,INFO_TITLE_LV3_063,#The language was originally one and split due to the S vs. M debate.
ConspiracyTheory_en,INFO_TITLE_LV3_064,#The internet is a spiritual barrier that seals away supernatural phenomena with optical communication.
ConspiracyTheory_en,INFO_TITLE_LV3_065,"#Not the smallest unit point of matter, but made of string, one-dimensional pasta"
ConspiracyTheory_en,INFO_TITLE_LV3_066,#Water is the Creator's poison and limits human lifespan
ConspiracyTheory_en,INFO_TITLE_LV3_067,#All birds are charging their drones by perching on power lines
ConspiracyTheory_en,INFO_TITLE_LV3_068,# Antarctica is a ring of ice with an unknown continent beyond.
ConspiracyTheory_en,INFO_TITLE_LV3_101,#Q-chan's mysterious document uses a special code to predict earthquakes at Yun's frequency.
ConspiracyTheory_en,INFO_TITLE_LV3_102,#Q-chan is a prophet of Yunyun's radio waves and the truth is written in the mysterious document
ConspiracyTheory_en,INFO_TITLE_LV3_103,#Q-chan is a liberator of the world and is trying to start a revolution with Yunyun's mysterious document
ConspiracyTheory_en,INFO_TITLE_LV3_1035,#Q-chan's bizarre writings have a powerful cognitive pollution effect that spins intelligent beings around.
ConspiracyTheory_en,INFO_TITLE_LV3_104,#P-chan is a fake who misuses Yunyun's radio waves and is part of a Deep State conspiracy
ConspiracyTheory_en,INFO_TITLE_LV3_1045,"#The current Q-chan is a self-proclaimed fake Q-chan, just some random person."
ConspiracyTheory_en,INFO_TITLE_LV3_202,"#Only Q-chan loves Yunyun, is loved by Yunyun, and can transmit genuine signals."
ConspiracyTheory_en,INFO_TITLE_LV3_203,#Q-chan and Yunyun are connected by the true radio waves and their love will make the world spin around
Text_en,InGameResult/VSPChan/AccountMessage,Yunyun I Love Yun♥
Text_en,InGameResult/VSPChan/Title,<<Conspiracy theory influence>>
KaibunshoPost_en,K001001,"Yunyun! Yunyun! Yunyun! Yunyunyunyun, uwaaaaaaaaa! Send yun-yun! Receive yun-yun! Denpa buzzing, throbbing! Aaahh haaah! Yunyunyunyu~n! Hah hah, I wanna transmit yun-yun with Yunyun even moooore!! Aaaaaaa......aah......AH! AHHHH!!! Uwaaaaaaaaaa!! Aaaaaahh! Chu! Nchu! Chuchu! Muuuuchu~~!!! Yunyun is so cuuute......Muchuchuchuchu~~ right? Nhaaah! I wanna twirl twirl twirl the tips of Yunyun's purple twintails around my fingers!! Twirly twirly yun-yun, twirly twirly slurpy chu chu!! Wait, that's wrong! I wanna nuzzle nuzzle! Nuzzle nuzzle! Nuzzle nuzzle! Hair hair horns horns nuzzle nuzzle! Nuzzle nuzzle nyan nyan......it's cat ear mode!! Yunyun in the original ""Wicked Demon Arc"" was so cooool!! Aaaaaahh......ah ah!! Fuoooooaaaaahhhn! Yunyun in anime episode 13 was so cuuuute! Aaahh!!! Human-loving scrub demon Yunyun is so cuuuute!! I'll wait forever for comics volume 3 to come out...... NOOOOO! NYAAAAA! Nyaaa! Nyanyanyanya!!! KWAAAAAAAAAAA!!! Comics aren't real!! Ah......games and anime too, now that I think about it...... Yunyun isn't real......!? UWAAAAAAAAAAAA!! NOOOOOOO!! I DON'T WANNAAAAAA!! FUAAAAAAN!! GUILTINAAAAAA!! Damn it! Screw it! I quit!! I'm done with reality...... huh!? It's... reaching me? I'm getting denpa from Yunyun? I'm communicating with 2D Yunyun! Yunyun is send yun-yunning to me! A living Yunyun is receive yun-yunning for me! The real Yunyun is communicating with me!!! Thank goodness......this world really does have salvation after all! YAAAAAAY!!! I have Yunyun!! Yay, Punpun!!!!! The family's growing, goodnight!! Yunyuuuuoooooaaaaaan!! Ahaaaaaaaaaaaaa!! Uu uu uu umaaa!! My feelings, send yun-yun to Yunyun!! To Yunyun inside my computer — reach heeeeeeer!!!"
KaibunshoPost_en,K001002,"Congrats on 5 million character song plays & 1 million subscribers, yun! And Yunyun, I'm home!!! I only left my computer for a measly 6 hours but my head was full of toxic denpa. It really made me realize just how much Yunyun's denpa was my salvation, and I'm so glad I can receive yun-yun from Yunyun again. Once I started communicating with Yunyun, all that head-spinning toxic denpa started seeming so stupid LOL is how I felt, yun! I'm billing Yunyun Communications for the toxic denpa charges, so polish your horns and wait, yun!!! I will continue to worship the angel-slash-little-devil Yunyun foreveeeer LOL"
KaibunshoPost_en,K001003,"For the blind, Yunyun is ""light."" For the hungry, Yunyun is ""nourishment."" For the sick, Yunyun is ""medicine."" If Yunyun thinks it, I will agree. If Yunyun send yun-yuns, I will receive yun-yun. If Yunyun has 100 million fans, I am one of them. If Yunyun has 1,000 fans, I am one of them. If Yunyun has only one fan, that is me. When Yunyun has no fans left, I am no longer in this world. If this garbage world denies Yunyun, I will deny the entire world. Down to the very last bit of denpa from Yunyun, I love her."
KaibunshoPost_en,K001004,"I really, truly love Yunyun. Really, tremendously so. You probably can't even imagine how much I love her. I love her so much that even I can't explain it, and I'm about 99 percent sure it's an unhealthy obsession. I never get tired of listening to that sweet, little-devil-like voice of hers, no matter how much I listen. My life goal is to one day meet Yunyun in real life and just say ""Rim de Lacent.""

When I fall asleep at night, I dream that Yunyun holds a personal concert just for me. And then, a little tired after singing, Yunyun comes over and snuggles up against me as we sleep together. If I could just hold her hand for even a brief moment, I think I could die happy. If I had the chance, I'd like to give Yunyun's ear a little nibble. I'd want to hear what kind of sweet sounds she'd make. Then, as Yunyun clings to me wanting me to stop, I'd hold her tight, feeling her voice getting louder and louder.

I think I'd give up almost anything just for Yunyun to look in my direction, even once. No matter what I'm doing, Yunyun is always on my mind. When I happen to wake up, the first thing I think of is Yunyun. Even when I'm eating cup noodles, all I'm thinking about is Yunyun. When I go back to my room, I immediately open my computer and listen to that beautiful voice. When I go to sleep, I dream of living a happy life together with Yunyun. Yunyun is my pride, my passion, my very joy. If Yunyun called me ""Q-chan,"" I might die of diabetes from the sweetness.

All I wish for is that Yunyun is happy. For that, I would give my life without a moment's hesitation. Without Yunyun, my life would have no meaning. I really, truly love Yunyun."
