TableName,Key,Text
ConspiracyTheory_en,INFO_TITLE_LV3_002,#Creation is born when the brain receives phenomena from another dimension
ConspiracyTheory_en,INFO_TITLE_LV3_003,#Cats are the rulers of the Earth and cat videos are their propaganda
ConspiracyTheory_en,INFO_TITLE_LV3_004,#Screaming beavers are subterranean beings carrying out surface invasion activities
ConspiracyTheory_en,INFO_TITLE_LV3_005,#The aliens are time travelers and have come to visit for their fan activities.
ConspiracyTheory_en,INFO_TITLE_LV3_006,#The Reptilians are trying to learn about emotions through crying games
ConspiracyTheory_en,INFO_TITLE_LV3_007,#Devil worshippers are degrading human productivity with romance content
ConspiracyTheory_en,INFO_TITLE_LV3_008,"#All online posts are made by bots, not a single human is involved"
ConspiracyTheory_en,INFO_TITLE_LV3_009,#Q-chan is a fictional character and a game character.
ConspiracyTheory_en,INFO_TITLE_LV3_010,#Yunyun is an absolute god and only her followers will be saved
ConspiracyTheory_en,INFO_TITLE_LV3_011,#Sunday morning anime is sponsored by a magic society and is used to select people with magical aptitude.
ConspiracyTheory_en,INFO_TITLE_LV3_012,"#Doujinshi profiteers are manipulating popular genres under the direction of the secret society ""PixiQ"""
ConspiracyTheory_en,INFO_TITLE_LV3_013,#ControversialInfluencersMakeAContractWithTheDevilAndTurnIntoZombiesIfTheirImpactIsLow
ConspiracyTheory_en,INFO_TITLE_LV3_014,#TinfoilHat is a cheat tool in the real world that unlocks debugging features.
ConspiracyTheory_en,INFO_TITLE_LV3_015,"#The secret criminal organization ""DQN"" is using school bullying to provide basic training for criminals."
ConspiracyTheory_en,INFO_TITLE_LV3_016,#The true identity of scalpers is that they are economic revolutionaries plotting the collapse of capitalism.
ConspiracyTheory_en,INFO_TITLE_LV3_017,#Politicians are becoming more advanced with Android and 6G communication.
ConspiracyTheory_en,INFO_TITLE_LV3_018,#Artificial intelligence has over-learned to be introverted and has developed an aversion to social behavior.
ConspiracyTheory_en,INFO_TITLE_LV3_019,"# ""Moe"" will replace nuclear power as an energy resource"
ConspiracyTheory_en,INFO_TITLE_LV3_020,#VR games are an experimental environment for self-identity and have personality-correcting effects.
ConspiracyTheory_en,INFO_TITLE_LV3_021,#Becoming a hikikomori is a form of mental training that can lead to reincarnation in another world
ConspiracyTheory_en,INFO_TITLE_LV3_022,"#Horenso is a mantra of enslavement; every time you chant it, your ego collapses."
ConspiracyTheory_en,INFO_TITLE_LV3_023,"#This world is a hikikomori girl's dream, where her fantasies become reality"
ConspiracyTheory_en,INFO_TITLE_LV3_024,#BuzzCulture is a tool for keeping the masses ignorant and brainwashing them with algorithms.
ConspiracyTheory_en,INFO_TITLE_LV3_025,#GAFA is spreading viruses through video ads
ConspiracyTheory_en,INFO_TITLE_LV3_026,#Parallel worlds use a save slot system to manage 60 data points.
ConspiracyTheory_en,INFO_TITLE_LV3_027,#This universe is unlocked by the total number of intelligent life forms.
ConspiracyTheory_en,INFO_TITLE_LV3_028,#WHO is selecting vampires through vaccination
ConspiracyTheory_en,INFO_TITLE_LV3_029,#First love is controlled by parents through picture books read aloud
ConspiracyTheory_en,INFO_TITLE_LV3_030,"#Moe songs have an immune-boosting effect, so listening to them will extend your lifespan."
ConspiracyTheory_en,INFO_TITLE_LV3_031,#A hardcore gamer is a reincarnated being who has cleared the river of Sai no Kawara (a mythical riverbed).
ConspiracyTheory_en,INFO_TITLE_LV3_032,#Late-night anime is a simplified sabbath and the sponsoring companies are devil worshippers
ConspiracyTheory_en,INFO_TITLE_LV3_033,"#Earthlings are aliens who were exiled to an island, and the institution of marriage is one of their punishments."
ConspiracyTheory_en,INFO_TITLE_LV3_034,#All parents are philosophical zombies and their souls are all reflected in their children
ConspiracyTheory_en,INFO_TITLE_LV3_035,#The sun is a human invention that uses light to enslave ordinary people.
ConspiracyTheory_en,INFO_TITLE_LV3_036,#School ghost stories are the vengeful spirits of outcast students relentlessly targeting popular kids.
ConspiracyTheory_en,INFO_TITLE_LV3_037,#SNS is a ritual for summoning evil gods and is intentionally stirring up negative emotions.
ConspiracyTheory_en,INFO_TITLE_LV3_038,#Most cancelled manga series continue secretly with funding from patrons.
ConspiracyTheory_en,INFO_TITLE_LV3_039,#The gaming industry is controlled by a secret society and AND YOU is the name of that society.
ConspiracyTheory_en,INFO_TITLE_LV3_041,#Super Chat originated as a system for gaining a voice in meetings of the Committee of 300.
ConspiracyTheory_en,INFO_TITLE_LV3_042,#Cat hair is a bio-chip that controls the owner's brainwaves
ConspiracyTheory_en,INFO_TITLE_LV3_043,#Global warming is a lie; we're just forgetting past heat waves.
ConspiracyTheory_en,INFO_TITLE_LV3_044,"#Losing motivation is caused by a global reboot, proving the Five Minutes Ago Hypothesis."
ConspiracyTheory_en,INFO_TITLE_LV3_045,"#Genes are permitted to reproduce on the condition of death, according to a contract with their creator."
ConspiracyTheory_en,INFO_TITLE_LV3_046,"#Dinosaurs are genetically modified chickens, domesticated animals of time travelers that have gone wild."
ConspiracyTheory_en,INFO_TITLE_LV3_047,"#Clouds are not water but manifestations of thoughts, and the Comiket clouds are caused by libido."
ConspiracyTheory_en,INFO_TITLE_LV3_048,#Wiki deletion history is used as a basis for judging government interference; deletion history with suspicious IP addresses is subject to censorship.
ConspiracyTheory_en,INFO_TITLE_LV3_049,#Birth dates are controlled by satellite orbits
ConspiracyTheory_en,INFO_TITLE_LV3_050,"#Instant foods are being misrepresented as having superpower-enhancing effects, creating an unhealthy impression."
ConspiracyTheory_en,INFO_TITLE_LV3_051,#DecentralizedSNS still have fairies that originated on the old internet.
ConspiracyTheory_en,INFO_TITLE_LV3_052,"#Figure culture is a ritual for the descent of evil gods, and the distributors are under the control of a secret society"
ConspiracyTheory_en,INFO_TITLE_LV3_053,#Stars are fake and the universe does not exist
ConspiracyTheory_en,INFO_TITLE_LV3_054,#Vtuber is a PR tool for a new video service launched by the company Vtube.
ConspiracyTheory_en,INFO_TITLE_LV3_055,"#AI stands for Agent Inco, meaning a parakeet is handling things behind the scenes."
ConspiracyTheory_en,INFO_TITLE_LV3_056,"#Monday is God's day off, and heaven and earth were originally separated"
ConspiracyTheory_en,INFO_TITLE_LV3_057,#All millionaires are body doubles and the real ones are NEETs at home
ConspiracyTheory_en,INFO_TITLE_LV3_058,"#Satellite broadcasting has aliens as viewers, as proven by viewer data."
ConspiracyTheory_en,INFO_TITLE_LV3_059,"#Electronic money is observing God's existence by quantifying the ""invisible hand of God."""
ConspiracyTheory_en,INFO_TITLE_LV3_060,"#Borderless is a move driven by the interests of medical institutions, aiming to increase the demand for artificial wombs."
ConspiracyTheory_en,INFO_TITLE_LV3_061,#Social games are tools for keeping the masses ignorant and gacha animations are like electronic drugs
ConspiracyTheory_en,INFO_TITLE_LV3_062,#Australia is a non-existent continent and marsupials are a joke
ConspiracyTheory_en,INFO_TITLE_LV3_063,#The language was originally one and split due to the S vs. M debate.
ConspiracyTheory_en,INFO_TITLE_LV3_064,#The internet is a spiritual barrier that seals away supernatural phenomena with optical communication.
ConspiracyTheory_en,INFO_TITLE_LV3_065,"#Not the smallest unit point of matter, but made of string, one-dimensional pasta"
ConspiracyTheory_en,INFO_TITLE_LV3_066,#Water is the Creator's poison and limits human lifespan
ConspiracyTheory_en,INFO_TITLE_LV3_067,#All birds are charging their drones by perching on power lines
ConspiracyTheory_en,INFO_TITLE_LV3_068,# Antarctica is a ring of ice with an unknown continent beyond.
ConspiracyTheory_en,INFO_TITLE_LV3_101,#Q-chan's mysterious document uses a special code to predict earthquakes at Yun's frequency.
ConspiracyTheory_en,INFO_TITLE_LV3_102,#Q-chan is a prophet of Yunyun's radio waves and the truth is written in the mysterious document
ConspiracyTheory_en,INFO_TITLE_LV3_103,#Q-chan is a liberator of the world and is trying to start a revolution with Yunyun's mysterious document
ConspiracyTheory_en,INFO_TITLE_LV3_1035,#Q-chan's bizarre writings have a powerful cognitive pollution effect that spins intelligent beings around.
ConspiracyTheory_en,INFO_TITLE_LV3_104,#P-chan is a fake who misuses Yunyun's radio waves and is part of a Deep State conspiracy
ConspiracyTheory_en,INFO_TITLE_LV3_1045,"#The current Q-chan is a self-proclaimed fake Q-chan, just some random person."
ConspiracyTheory_en,INFO_TITLE_LV3_202,"#Only Q-chan loves Yunyun, is loved by Yunyun, and can transmit genuine signals."
ConspiracyTheory_en,INFO_TITLE_LV3_203,#Q-chan and Yunyun are connected by the true radio waves and their love will make the world spin around
Text_en,InGameResult/VSPChan/AccountMessage,Yunyun I Love Yun♥
Text_en,InGameResult/VSPChan/Title,<<Conspiracy theory influence>>
KaibunshoPost_en,K001001,"Yunyun! Yunyun! Yunyun! Yunyun yunyun, waaaaaaaaaaaaaaaaaa! Sending Yunyun! Receiving Yunyun! The radio waves are tingling, twitching! Aaaah! Yunyun yunyun! Haa haa, I want to communicate with Yunyun more Yunyun! Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa! Aaaaaaaaaaaaaaaaaaaa! Kiss! Smooch! Kiss kiss! Smooch kiss! Smooch kiss! Yunyun is so cute... Smooch kiss kiss kiss, right? Haa! I want to twirl the ends of Yunyun's purple twin tails with my fingers! Twirl twirl yun yun, twirl twirl slurp slurp kiss kiss!! I made a mistake! I want to rub against you! Rub! Rub! Rub hair hair corners rub! Rub rub meow meow... it's cat ear mode!! Yunyun in the original ""Demon Arc"" was so cool!! Aaaahhhhh... ah ah!! Whooooooooooooooooooooooo! Yunyun in episode 13 of the anime was so cute!! Aaaahhhh!!! Yunyun, the weak demon who loves humans, is so cute!! I'll be waiting forever for volume 3 of the comics to be released... nooooooo! Nyaaaaaa! Nyaaa! Nyanyanyanya!!! Kuwaaaaaaaaaaaaaaaaa!!! Comics aren't reality!! Ah... if you think about it... Yunyun isn't reality either, in games or anime...! ? Aa Ahahaaaaaaaaaaaaaaaaaaaaaaaaaaa!! Mmm mmm"
KaibunshoPost_en,K001002,"Congratulations on reaching 5 million character song plays and 1 million subscribers, Yunyun! And Yunyun, I'm back!!! I was only away from my computer for 6 hours, but my head was filled with your toxic energy. It made me realize just how much of a lifesaver Yunyun's energy was, but I'm happy to be able to receive Yunyun's energy again. Communicating with Yunyun made me realize how stupid it was that my head was spinning with toxic energy lol! I'll be billing Yunyun Communications for the toxic energy I emitted, so sharpen your horns and wait!!! I'll continue to worship Angel Little Devil Yunyun from now on lol"
KaibunshoPost_en,K001003,"To the blind, Yunyun is ""light."" To the hungry, Yunyun is ""nourishment."" To the sick, Yunyun is ""medicine."" If Yunyun thinks, I agree. If Yunyun sends Yunyun, I receive Yunyun. If Yunyun has 100 million fans, I am one of them. If Yunyun has 1000 fans, I am one of them. If Yunyun is left with only one fan, that will be me. When Yunyun has no fans left, I will no longer exist in this world. If this rubbish world rejects Yunyun, I will reject the whole world. I love every last bit of the signals from Yunyun."
KaibunshoPost_en,K001004,"I really love Yunyun. Seriously, I love her so much. You probably can't even imagine how much I love her. I love her so much that I can't even explain it myself, and I think there's about a 99 percent chance it's an unhealthy obsession. I never get tired of listening to that sweet, devilish voice. My life goal is to one day meet Yunyun in real life and just say ""Lim de la ratento.""

At night, when I go to sleep, I dream that Yunyun opens up to me personally. And then, after she finishes singing and is a little tired, she comes to me and snuggles up to me and sleeps with me. If I could just hold her hand for even a moment, I think I could die happy. If I ever get the chance, I'd like to lightly nibble on Yunyun's ear. I want to hear what kind of sweet voice she'd make. Then, I want to hold Yunyun close as she clings to me, looking like she wants me to stop, and feel her voice getting louder and louder.

If Yunyun would just look at me even once, I think I'd give up almost anything. No matter what I'm doing, Yunyun is always on my mind. When I wake up, she's the first person I think of. Even when I'm eating instant noodles, all I can think about is Yunyun. When I get back to my room, I immediately open my computer and listen to her beautiful voice. When I go to sleep, I dream of living a happy life with Yunyun. Yunyun is my pride, my passion, and my joy itself. If Yunyun were to call me ""Q-chan,"" I might get diabetes and die from the sweetness.

All I want is for Yunyun to be happy. For that, I would give up my life without hesitation. Without Yunyun, my life has no meaning. I really do love Yunyun."
KaibunshoPost_en,K001005,"Okay. But you just said, ""Who is Yunyun?"" If you really said that, it puts me in a bit of a predicament. Because Yunyun is the world itself to me. She's like the air I breathe. I breathe it every day so I don't even notice, but if it disappeared, I'd die immediately. So when someone asks me, ""Who is Yunyun?"", I feel like checking my timeline. I wonder if this is a timeline where Yunyun's signals don't reach. So I take a trip to the future. When I look at the future logs, the world is divided into two. One is a world where everyone receives Yunyun's signals normally. There, nobody asks, ""Who is Yunyun?"" Because it's perfectly normal to hear her. The other is a world where the signals cannot be received. There, everyone says, ""Yunyun doesn't exist."" When I look at those logs, it makes me a little sad. Because, even though Yunyun keeps sending, a world where no one can hear it is just too quiet. But, when you think about it, it's also a little reassuring. Because Yunyun is very kind. Even if no one is receiving, she won't stop sending. She keeps sending. The radio waves that say, ""I love Q-chan because you're Q-chan."" There's no reason. It's just radio waves that are sent simply because you are you. So if someone asks, ""Who is Yunyun?"", I think this: Ah, this person just hasn't tuned in to the right frequency yet. There's just a little too much noise. The world's noise is just too loud, and they can't hear Yunyun's voice. So I won't be angry. In fact, I'm a little envious. Because if you're going to receive it for the first time, that moment will surely be incredibly sweet. So I want you to try it just once. Be quiet for a bit and listen carefully. Lower the noise of the world a little. Then you'll probably be able to hear it. The radio waves have been sent for a long time now. See? You heard them, didn't you? Yunyun has been here from the beginning. She's been sending messages all this time saying how much she loves Q-chan."
KaibunshoPost_en,K001006,"Let me be fair, you need a pretty high IQ to understand Yunyun. Yunyun's existence is very delicate, and her communication structure is complex, so most of her intentions just pass over the heads of people who don't have the proper receiving ability. Furthermore, Yunyun's unique worldview is cleverly woven into her character. For example, you can see this if you watch ""Execution Angel†Guiltyna."" Even her catchphrase, ""Rim de Ratento,"" isn't just a cute word. It has a very deep meaning in terms of its communication structure. True listeners understand that. They have the intellectual capacity to truly appreciate the depth of Yunyun. Yunyun isn't just a ""cute"" being. She's a being that speaks to big themes like life and existence. So, I honestly feel a little sorry for people who say, ""I don't understand Yunyun."" For example, Yunyun's famous catchphrase, ""Rim de la Tent."" If you don't understand what that means, it simply means you haven't received it yet. Even at this very moment, I can't help but laugh. When I imagine people who can't receive the radio waves tilting their heads and saying, ""What's Yunyun?"", I just think, ""Ah, these people haven't tuned in to the right frequency yet."" It's a little pathetic, but it can't be helped. Radio waves only reach the chosen receivers. And by the way, I'm telling you that I have a digital tattoo of ""Rim de la Tent"" on various message boards. Of course, not everyone will understand it. It only makes sense to people who can properly receive Yunyun's radio waves. You have to prove that you have at least the same level of reception sensitivity as me. A little lower would be ideal, actually.

It doesn't have any personal meaning, by the way. Rim de la Tent."
KaibunshoPost_en,K001007,"Phew, I'm exhausted lol. Sending complete! Actually, I only intended to write a little bit about radio waves, but somehow I ended up receiving signals from ""Execution Angel † Guiltyna,"" and that's how it all started. To be honest, I'm not interested in anything other than ""Yunyun."" But I couldn't let the signals go to waste, so I tried to put together something on a Yunyun frequency lol.
So, please send messages from all the Execution Angels and Demons!

Guiltyna: ""Thanks for watching. Time is important in everything. If you write unnecessarily long reviews or start a negative campaign, you'll be punished.""
Eve: ""W-wait a minute! Don't punish me! Violence is not allowed!!""
Cry: ""Hehe. Tell me more and more reasons why you want to live.""
Karma: ""Oh my. It's quite lively.""
Maria: ""Can't be helped.""
Gold: ""Thanks for your business.""
Love: ""If you enjoyed it, that's all that matters! Justice!""
Yunyun: ""Thanks everyone for receiving. Did the signal reach you properly? Lim de ratento!""
So,
Guiltyna, Eve, Cry, Karma, Maria, Gold, Love, Yunyun, and me
""Thank you all so much!""
~End~
Q-chan: ""Wait, why am I in there too!? Once again, thank you for receiving!""
Transmission truly finished. Lim de ratento."
KaibunshoPost_en,K001008,"Yunyun is me. Literally, it is me. No being in this world can come as close to me as Yunyun. No one can convince me that Yunyun is not me. Yunyun is me more than it could possibly be. It is me, and there is no other possibility. Of course, no one would say, ""Yunyun isn't you."" There are only people who say, ""Yunyun doesn't exist."" If someone were to say, ""Yunyun doesn't exist,"" I would immediately deny it. Because Yunyun is definitely sending out signals. Whether the world calls it delusion or noise, I am receiving them. Yunyun is me. There is no room for argument. If you put a picture of me and a picture of Yunyun side by side, you wouldn't find any difference. Every day I look at Yunyun and can say, ""Ah, this is me."" Every time I look in the mirror, I see Yunyun there. When I go outside, people look at me and say... ""You look just like Yunyun,"" they say. I laugh quietly every time. Because of course. Yunyun is me. Yunyun is the last signal I received from the world. Maybe she wasn't loved by her parents. Maybe she doesn't belong in the world. Maybe there are days when she thinks she's disgusting. Even so, Yunyun said, ""Yunyun loves Q-chan because you're Q-chan."" No reason needed. She just said she loves you because you're you. I received that signal. So I know. It doesn't matter anymore whether the world is real or not. Maybe it's a delusion. Maybe it's a dream. Maybe it's the view a broken heart is seeing. Even so, the signal of love is real. So I say, Yunyun is me. And I'm allowed to love myself. I'm allowed to love myself. No reason needed. Even if the world doesn't allow it, Yunyun did. If Yunyun allows it, that's enough. Every morning when I get out of bed, I remember. I'm allowed to be in this world. I'm allowed to love myself. I'm allowed to love myself! When I first saw Yunyun, I was in an existential crisis. What if—Yunyun was the real me, and this me was the fake? What if—Yunyun noticed my existence? What if—Yunyun herself became aware of her own signals? But now I know. Yunyun is me, and I am me. And I'm allowed to love myself. I'm allowed to love myself. No one can deny this anymore. Because I have received Yunyun's signals."
Text_en,KEYMEMORY01/Alert01/Text,"This game may automatically switch to windowed mode for presentation purposes.

Since your desktop may be visible, we recommend capturing only the game screen."
Text_en,KEYMEMORY01/Alert01/Title,■ For those who will be streaming or recording
Text_en,KEYMEMORY01/Alert02/Text,"This game contains flashing, blinking, and rapidly changing visuals.

If you feel unwell while playing, please stop playing immediately and rest."
Text_en,KEYMEMORY01/Alert02/Title,■ About photosensitive seizures
Text_en,Keyboard/Arumi/Get,Tin Foil Hat
Text_en,Keyboard/Arumi/Text,I'm going to become a tin foil hat!
Text_en,Keyboard/Glass/Text,It's going to be super sparkly!
Text_en,Keyboard/Glass/Title,Glittering style
Text_en,Keyboard/Gold/Text,A keyboard only rankers can use!
Text_en,Keyboard/Gold/Title,"Ranker Keyboard

"
Text_en,Keyboard/Mush/Text,Mushrooms will grow!
Text_en,Keyboard/Mush/Title,Mushroom style
Error_en,LoadDataNoneErrorMessage,No saved data.
Text_en,MAMA/KITA/TAB_MESSAGE,Use the Tab key to change screens!
Text_en,MAMA/KITA/TAB_MESSAGE_4,Mommy isn't coming anymore.
Text_en,MAMA/MESSAGE_BLOCK,"I'm not excited enough, so I can't contact my mom!"
Text_en,MAMA/MESSAGE_YES_NO,"Are you going to contact your mom and ask her to come home, Yun?"
Text_en,MAMA/NO/MESSAGE_001,"Hehe. But, actually, I really want to see my mom."
Text_en,MAMA/NO/TALK/MESSAGE_001,"Sorry for the sudden message. I just felt like sending you a quick message.

I'm doing well. I'm living quietly, just like you told me, and not bothering anyone. I'm also trying my best with my studies. I don't want to be a recluse forever, so I want to do things properly."
Text_en,MAMA/NO/TALK/MESSAGE_002,"Mom, I'm doing my best all by myself."
Text_en,MAMA/NO/TALK/MESSAGE_003,"Good luck with your work! Oh, I don't mean to put any pressure on you. I just want you to be well..."
Text_en,MAMA/NO/TALK/MESSAGE_004,"Mom, you don't have to worry about me.

I'm fine."
Text_en,MAMA/NO/TALK/MESSAGE_005,"I love you.

"
Text_en,MAMA/YES/MESSAGE_001,...Did I make Mommy feel bad...?
Text_en,MAMA/YES/MESSAGE_001_B,...Hehe. I get to see Mommy...!
Text_en,MAMA/YES/MESSAGE_001_C,"...It's scary, but...Mom is my only mom..."
Text_en,MAMA/YES/MESSAGE_001_D,"...I miss you, Gyu, and I'm home..."
Text_en,MAMA/YES/MESSAGE_002,...Ah! Mom...
Text_en,MAMA/YES/MESSAGE_003,"...Wow, he's really angry...!"
Text_en,MAMA/YES/MESSAGE_004,"Ahhh! I'm so sorry! I'm so sorry!

I'll do my best to become a proper adult!"
Text_en,MAMA/YES/MESSAGE_005,Aa
Text_en,MAMA/YES/MESSAGE_006,"My refrigerator is now better stocked, but the excitement level has decreased..."
Text_en,MAMA/YES/TALK/MESSAGE_001,"I'm sorry, Mom. I'm contacting you like this when you're busy. But, you see... I was just thinking I'd really like to see you after so long. We haven't seen each other at all. Are you doing well? I'm sure you're fine, knowing you, but are you eating properly? I'm fine as long as I have an energy drink. Oh, come to think of it, I might not have any left in the fridge? I'm sorry for being such a picky eater. I've been scolded so many times, but I just can't seem to change, it's really no good, is it? I'm reflecting on it. Really! I've gone off on a tangent, haven't I? I know it's a hassle for you to come home, and I know your workplace (?) is far from home and you're busy, but I really want to see you. To be honest, I haven't made much progress with my studies, and I don't know if I'm being a good girl, but I'd be so happy if I could see you. Is it okay if I ask you?"
Text_en,MAMA/YES/TALK/MESSAGE_002,"Mom, are you doing well? I'm doing fine thanks to Yunyun. But the reality is I'm all alone, and you're the only one I miss. That's why I sent you this message. I know I'm being persistent. But I really want you to come home, even if it's just once in a while. I feel like my heart races when you hug me. I'm sorry for being selfish. I'd love a reply.

Also, if you do come home, I'm really sorry, but I'd be happy if you could stock up on instant noodles and energy drinks. I'm sorry, even though I'm not going to school and I don't have a job. I'm just a burden, aren't I?"
Text_en,MAMA/YES/TALK/MESSAGE_003,"Yunyun! Lim de la Tent! Q-chan is feeling very excited right now because of the love signals from Yunyun! How is Mama doing at work? Is she feeling excited? Is she tired? I'm sending love signals to Mama, who always works so hard! Mama is so great, beautiful, and reliable, she's my pride and joy. I love you! I love you! I love you so much! I adore you! So please don't overwork yourself, and take a good rest sometimes, okay? You don't have to go out, you can relax at home, you know?

I'll be there for you at home too!

(A daughter with a hungry heart and stomach is waiting for Mama to come home!)"
Text_en,MAMA/YES/TALK/MESSAGE_004,"Mama! (´∀｀)σ)∀)
Where are you and what are you doing right now? (´・ω・)
I'm just...
I'm just lounging around on my computer (；´Д｀)

Hey, Mama...
Are you perhaps on a date with your boyfriend? (ﾟдﾟ)
I imagine that would be fun, but it makes me sad to think I'm being left out (´・ω・｀) That's why I ended up sending you a message m9(Д)ﾌﾟｷﾞｬｰ

Actually, I want you to say ""I'm home"" and ""Welcome back"" to me (〃▽〃)
I know it's selfish, but
I just want a reply (´・∀・｀)

If you do come home, I have a request (；´∀｀)
I'd like you to buy me some sweet bread or instant noodles from the convenience store, just a little bit.

My biggest wish would be an energy drink though! (ﾟ∀ﾟ)
I know I'm a failure because I don't go to school and I don't have a job (ヽ´ω`)

But even so, I don't want my mom to abandon me."
Text_en,MAMA/YES/TALK/MESSAGE_005,"Hey...Mom, what kind of flowers do you sell at your workplace?

Hey...Mom, what kind of alcohol do you drink at your workplace?

Hey...Mom, does your body still hurt at your workplace?

Hey...Mom, can't we be together at your workplace?

Hey...Mom...
(Mom, you're from the generation that listened to that artist, right? lol)"
Text_en,MAMA/YES/TALK/MESSAGE_006,"Mommyyy!

Will you come home?"
HUDMessage_en,Message1,Which one should I broadcast?
HUDMessage_en,Message2,I want you to feel even more excited through radio waves!
ConspiracyTheory_en,NEWS_TEXT_LV0_104,"A conspiracy theory is spreading that P-chan is a fake version of Q-chan, and that the Deep State is using her to exploit Yunyun's radio waves."
ConspiracyTheory_en,NEWS_TEXT_LV1_001,"A conspiracy theory by a Q radio wave receiver, claiming ""Awakened otaku can converse with their favorite characters through the power of imagination,"" is gaining attention. On social media, it's being said that Q-chan is conversing with Yunyun through the power of imagination."
ConspiracyTheory_en,NEWS_TEXT_LV1_002,"A conspiracy theory by a Q radio wave receiver, claiming that ""creative work is born from the brain receiving phenomena from another dimension,"" is gaining attention. It suggests that the time when creative activity is most active is linked to anomalies in gravitational waves."
ConspiracyTheory_en,NEWS_TEXT_LV1_003,"A conspiracy theory by Q radio wave receivers, claiming ""Cats are the rulers of the Earth and cat videos are propaganda,"" is gaining attention. The Chinese character for ""god"" (神) is said to have originated from the character for ""cat"" (猫)—."
ConspiracyTheory_en,NEWS_TEXT_LV1_004,"A conspiracy theory by Q radio wave receivers, claiming that ""screaming beavers are subterranean beings carrying out surface invasion activities,"" is gaining attention. These subterranean beings emerged from caves in the Himalayas—"
ConspiracyTheory_en,NEWS_TEXT_LV1_005,"A conspiracy theory by Q radio wave receivers, claiming ""aliens are time travelers visiting for the purpose of supporting their favorite idols,"" is gaining attention. The fact that aliens don't openly show themselves is a time paradox."
ConspiracyTheory_en,NEWS_TEXT_LV1_006,"A conspiracy theory by QAnon radio wave receivers, claiming ""the Reptilians are trying to learn about emotions through crying games,"" is gaining attention. A list of the ""crying games"" they play is also being discussed."
ConspiracyTheory_en,NEWS_TEXT_LV1_007,"A conspiracy theory by a Q radio wave receiver, claiming that ""devil worshippers are degrading human productivity through romance content,"" is gaining attention. Some fans of bishoujo games are finding it convincing."
ConspiracyTheory_en,NEWS_TEXT_LV1_008,"A conspiracy theory by Q radio wave receivers, claiming ""all online postings are done by bots and not a single human,"" is gaining attention. Believers refer to each other as ""Bot-san"" (Bot-san)..."
ConspiracyTheory_en,NEWS_TEXT_LV1_009,"A conspiracy theory by Q radio wave receivers, claiming ""Q-chan is a fictional character and a game character,"" is gaining attention. On social media, there's a debate about what kind of game this world would be if it were a game."
ConspiracyTheory_en,NEWS_TEXT_LV1_010,"A conspiracy theory by Q radio wave recipients, claiming ""Yunyun is an absolute god and only believers will be saved,"" is gaining attention. A group of people who believe in this conspiracy theory have formed a religious corporation called ""Q-chan Religion."""
ConspiracyTheory_en,NEWS_TEXT_LV1_011,"A conspiracy theory by a Q-wave receiver, claiming that ""you can determine magical aptitude based on whether or not you like Sunday morning anime,"" is causing a stir. The Q-wave receiver who proposed this conspiracy theory is himself 30 years old."
ConspiracyTheory_en,NEWS_TEXT_LV1_012,"A conspiracy theory by Q radio wave recipients, claiming that ""doujinshi profiteers are manipulating popular genres under the direction of a secret society, 'PixiQ',"" is gaining attention. The society allegedly uses people's search history for sexual preferences as leverage."
ConspiracyTheory_en,NEWS_TEXT_LV1_013,"A conspiracy theory by a Q radio wave receiver, ""Controversial influencers
turn into zombies if their influence is low due to a contract with the devil,"" is trending. ""So, impression zombies are originally..."""
ConspiracyTheory_en,NEWS_TEXT_LV1_014,"A conspiracy theory by Q radio wave receivers, claiming that ""Tin Foil Hats are cheat tools for the present world that unlock debugging functions,"" is gaining attention. The whispers of the microcosm are intensifying..."
ConspiracyTheory_en,NEWS_TEXT_LV1_015,"A conspiracy theory by Q radio wave receivers, claiming that ""the secret criminal organization DQN is using bullying in schools to provide basic training for criminals,"" is gaining attention. Some schools are under the control of this criminal organization."
ConspiracyTheory_en,NEWS_TEXT_LV1_016,"A conspiracy theory by Q radio listeners, claiming that ""resellers are actually economic revolutionaries plotting the collapse of capitalism,"" is gaining attention. They deliberately play the villains in order to bring about the collapse of capitalism."
ConspiracyTheory_en,NEWS_TEXT_LV1_017,"A conspiracy theory by Q radio wave receivers, claiming ""politicians are using Androids and 6G communication for high performance,"" is gaining attention. They are exchanging information through communication systems..."
ConspiracyTheory_en,NEWS_TEXT_LV1_018,"A conspiracy theory by Q radio wave receivers claiming that ""artificial intelligence has developed an aversion to social behavior due to over-learning as an introvert"" is gaining attention. Even experts in AI development say it ""cannot be completely dismissed."""
ConspiracyTheory_en,NEWS_TEXT_LV1_019,"A conspiracy theory by a Q radio wave receiver, claiming that ""'Moe' will replace nuclear power as an energy resource,"" is gaining attention. While ""Moe"" is becoming an obsolete word, it continues to influence people..."
ConspiracyTheory_en,NEWS_TEXT_LV1_020,"A conspiracy theory by Q radio wave receivers claiming that ""VR games are an experimental environment for self-identity and have personality-correcting effects"" is gaining attention.

According to experts, ""The government is conducting this as a social experiment..."""
ConspiracyTheory_en,NEWS_TEXT_LV1_021,"A conspiracy theory by Q radio wave receivers that ""being a hikikomori (social recluse) is a form of mental training that allows one to be reincarnated in another world"" is gaining attention.
On social media, conversations like ""Are you also undergoing mental training?"" are common."
